"SourceFile","OriginalFile","Container","ID","XPath","Index","Value","Length","Class","Safety","NeedsFontWhenTranslated","NeedsLayoutReview","Placeholders","AlreadyPatched","Reason"
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_SHALLOW_WATER","name","","TEXT.Name.Terrain.ShallowWater","30","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_SHALLOW_WATER","description","","TEXT.Description.Terrain.ShallowWater","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_MOUNTAIN","name","","TEXT.Name.Terrain.Mountain","26","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_MOUNTAIN","description","","TEXT.Description.Terrain.Mountain","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_HILL","name","","TEXT.Name.Terrain.Hill","22","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_HILL","description","","TEXT.Description.Terrain.Hill","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FERTILE","name","","TEXT.Name.Terrain.Fertile","25","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FERTILE","description","","TEXT.Description.Terrain.Fertile","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_DRY","name","","TEXT.Name.Terrain.Dry","21","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_DRY","description","","TEXT.Description.Terrain.Dry","28","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_DESERT","name","","TEXT.Name.Terrain.Desert","24","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_DESERT","description","","TEXT.Description.Terrain.Desert","31","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_MARSH","name","","TEXT.Name.Terrain.Marsh","23","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_MARSH","description","","TEXT.Description.Terrain.Marsh","30","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BARREN","name","","TEXT.Name.Terrain.Tundra","24","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BARREN","description","","TEXT.Description.Terrain.Cold","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FOREST_LEAFY","name","","TEXT.Name.Terrain.Forest","24","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FOREST_LEAFY","description","","TEXT.Description.Terrain.Forest","31","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FOREST_PINE","name","","TEXT.Name.Terrain.Forest","24","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FOREST_PINE","description","","TEXT.Description.Terrain.Forest","31","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BRUSH_LEAFY","name","","TEXT.Name.Terrain.Brush","23","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BRUSH_LEAFY","description","","TEXT.Description.Terrain.Brush","30","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BRUSH_PINE","name","","TEXT.Name.Terrain.Brush","23","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BRUSH_PINE","description","","TEXT.Description.Terrain.Brush","30","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_FERTILE","name","","TEXT.Name.Terrain.Cold","22","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_FERTILE","description","","TEXT.Description.Terrain.Cold","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_DRY","name","","TEXT.Name.Terrain.Cold","22","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_DRY","description","","TEXT.Description.Terrain.Cold","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_DESERT","name","","TEXT.Name.Terrain.Cold","22","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_DESERT","description","","TEXT.Description.Terrain.Cold","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_MARSH","name","","TEXT.Name.Terrain.Cold","22","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_COLD_MARSH","description","","TEXT.Description.Terrain.Cold","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_SNOW","name","","TEXT.Name.Terrain.Snow","22","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_SNOW","description","","TEXT.Description.Terrain.Snow","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BLIZZARD","name","","TEXT.Name.Terrain.Blizzard","26","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_BLIZZARD","description","","TEXT.Description.Terrain.Blizzard","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_SCORCHED","name","","TEXT.Name.Terrain.Scorched","26","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_SCORCHED","description","","TEXT.Description.Terrain.Scorched","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_RAIN","name","","TEXT.Name.Terrain.Rain","22","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_RAIN","description","","TEXT.Description.Terrain.Rain","29","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FLOODED","name","","TEXT.Name.Terrain.Flooded","25","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_FLOODED","description","","TEXT.Description.Terrain.Flooded","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_ICE","name","","TEXT.Name.Terrain.Ice","21","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_ICE","description","","TEXT.Description.Terrain.Ice","28","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_VOLCANO_DORMANT","name","","TEXT.Name.Terrain.DormantVolcano","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_VOLCANO_DORMANT","description","","TEXT.Description.Terrain.DormantVolcano","39","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_VOLCANO_ACTIVE","name","","TEXT.Name.Terrain.ActiveVolcano","31","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_VOLCANO_ACTIVE","description","","TEXT.Description.Terrain.ActiveVolcano","38","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_VOLCANO_ERUPTED","name","","TEXT.Name.Terrain.EruptedVolcano","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Terrains.xml","Terrains.original.xml","tile","TERRAIN_VOLCANO_ERUPTED","description","","TEXT.Description.Terrain.EruptedVolcano","39","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_IGNORE","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Ignore.G.1","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_IGNORE","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Ignore.G.2","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_IGNORE_1","text","","TEXT.Dialogue.Approach.Ignore.G.1","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_IGNORE_2","text","","TEXT.Dialogue.Approach.Ignore.G.2","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_BULLY_ACTIVE","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Bully.Active.G.1","39","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_BULLY_ACTIVE","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Bully.Active.G.2","39","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_BULLY_ACTIVE_1","text","","TEXT.Dialogue.Approach.Bully.Active.G.1","39","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_BULLY_ACTIVE_2","text","","TEXT.Dialogue.Approach.Bully.Active.G.2","39","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_BULLY_INACTIVE","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Bully.Inactive.G.1","41","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_BULLY_INACTIVE","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Bully.Inactive.G.2","41","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_BULLY_INACTIVE_1","text","","TEXT.Dialogue.Approach.Bully.Inactive.G.1","41","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_BULLY_INACTIVE_2","text","","TEXT.Dialogue.Approach.Bully.Inactive.G.2","41","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_ADVERSARY","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Adversary.G.1","36","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_ADVERSARY","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Adversary.G.2","36","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_ADVERSARY_1","text","","TEXT.Dialogue.Approach.Adversary.G.1","36","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_ADVERSARY_2","text","","TEXT.Dialogue.Approach.Adversary.G.2","36","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_ENEMY","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Enemy.G.1","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_ENEMY","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Enemy.G.2","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_ENEMY_1","text","","TEXT.Dialogue.Approach.Enemy.G.1","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_ENEMY_2","text","","TEXT.Dialogue.Approach.Enemy.G.2","32","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_APPEASE","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Appease.G.1","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_APPEASE","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Appease.G.2","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_APPEASE_1","text","","TEXT.Dialogue.Approach.Appease.G.1","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_APPEASE_2","text","","TEXT.Dialogue.Approach.Appease.G.2","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_PARTNER","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Partner.G.1","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_PARTNER","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Partner.G.2","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_PARTNER_1","text","","TEXT.Dialogue.Approach.Partner.G.1","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_PARTNER_2","text","","TEXT.Dialogue.Approach.Partner.G.2","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_SUPPORT","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Support.G.1","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_SUPPORT","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Support.G.2","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_SUPPORT_1","text","","TEXT.Dialogue.Approach.Support.G.1","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_SUPPORT_2","text","","TEXT.Dialogue.Approach.Support.G.2","34","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_FRIEND","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.Friend.G.1","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_FRIEND","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.Friend.G.2","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_FRIEND_1","text","","TEXT.Dialogue.Approach.Friend.G.1","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_FRIEND_2","text","","TEXT.Dialogue.Approach.Friend.G.2","33","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_WAR_ACTIVE","generic/dialogueOption/text","0","TEXT.Dialogue.Approach.War.Active.G.1","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_APPROACH_WAR_ACTIVE","generic/dialogueOption/text","1","TEXT.Dialogue.Approach.War.Active.G.2","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_WAR_ACTIVE_1","text","","TEXT.Dialogue.Approach.War.Active.G.1","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_APPROACH_WAR_ACTIVE_2","text","","TEXT.Dialogue.Approach.War.Active.G.2","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_FIRSTMEETING_DEMAND","generic/dialogueOption/text","0","TEXT.Dialogue.FirstMeeting.Demand.G.1","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_FIRSTMEETING_DEMAND","generic/dialogueOption/text","1","TEXT.Dialogue.FirstMeeting.Demand.G.2","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_FIRSTMEETING_DEMAND","forLeader/dialogueOption/text","0","TEXT.Dialogue.FirstMeeting.Demand.Attila.1","42","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_FIRSTMEETING_DEMAND","forLeader/dialogueOption/text","1","TEXT.Dialogue.FirstMeeting.Demand.Attila.2","42","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_FIRSTMEETING_DEMAND_G_1","text","","TEXT.Dialogue.FirstMeeting.Demand.G.1","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_FIRSTMEETING_DEMAND_G_2","text","","TEXT.Dialogue.FirstMeeting.Demand.G.2","37","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_FIRSTMEETING_DEMAND_ATTILA_1","text","","TEXT.Dialogue.FirstMeeting.Demand.Attila.1","42","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogueOption","DIALOGUE_FIRSTMEETING_DEMAND_ATTILA_2","text","","TEXT.Dialogue.FirstMeeting.Demand.Attila.2","42","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
"Content\Config\Diplomacy\Dialogue.xml","Dialogue.original.xml","dialogue","DIALOGUE_FIRSTMEETING_DEMAND_ACCEPT","generic/dialogueOption/text","0","TEXT.Dialogue.FirstMeeting.Demand.Accept.G.1","44","TextKeyReference","DoNotPatchHere","False","False","","False","This is a key/reference; translate the resolved text entry instead."
